mol,geom,seconds
omegacsd_KEMHOZ,rmsd19-opt,3051.505
omegacsd_KEMHOZ,rmsd1-opt,3061.343
omegacsd_KEMHOZ,rmsd20-opt,3061.604
omegacsd_KEMHOZ,rmsd21-opt,3074.062
omegacsd_KEMHOZ,rmsd22-opt,3174.245
omegacsd_KEMHOZ,rmsd23-opt,3071.32
omegacsd_KEMHOZ,rmsd24-opt,3071.794
omegacsd_KEMHOZ,rmsd2-opt,3064.426
omegacsd_KEMHOZ,rmsd4-opt,3086.259
omegacsd_PEPHEX,rmsd146-opt,3100.019
omegacsd_PEPHEX,rmsd155-opt,3121.282
omegacsd_PEPHEX,rmsd156-opt,3104.664
omegacsd_PEPHEX,rmsd174-opt,3111.6
omegacsd_PEPHEX,rmsd189-opt,3113.007
omegacsd_PEPHEX,rmsd190-opt,3439.589
